Time,Range,Angle,X,Y,Velocity
0,293.515253618167,2.99,-37.5135118806316,14.957314705582696,0.0
1,293.210064895923,3.0,-37.20023822532926,14.972190093857925,0.0
2,292.90487617367904,3.01,-36.886958949192376,14.986956076647601,0.0
3,292.599687451435,3.02,-36.57367405144947,15.001612647430434,0.0
4,292.37079590975196,3.02,-36.34302556574863,14.975051338168484,0.0
5,292.065607187508,3.04,-36.02397060371163,15.0394785354557,0.0
6,291.684121284703,3.06,-35.628013841012546,15.09477781867794,0.0
7,291.45522974301997,3.04,-35.40888854682237,14.968428579840989,0.0
8,291.150041020776,3.06,-35.0898203619812,15.032419111727307,0.0
9,290.84485229853203,3.06,-34.782268320309754,14.996784068966889,0.0
10,290.539663576288,3.08,-34.46318390881038,15.06044632918487,0.0
11,290.234474854044,3.07,-34.161385009361425,14.97510672255855,0.0
12,290.005583312361,3.08,-33.92495036229042,14.997892570794136,0.0
13,289.700394590117,3.08,-33.61737526751085,14.962146047207398,0.0
14,289.54780022899496,3.1,-33.452067153693065,15.043217817704246,0.0
15,289.09001714562896,3.1,-32.99069817448492,14.98943406573732,0.0
16,288.784828423385,3.11,-32.67735106587003,15.002913839641344,0.0
17,288.479639701141,3.11,-32.36975637384484,14.967001796882478,0.0
18,288.250748159458,3.13,-32.12753857107083,15.038550124304749,0.0
19,288.02185661777503,3.13,-31.89684017441948,15.011534184705347,0.0
20,287.64037071497,3.14,-31.506572668280626,15.015638864081147,0.0
